PASS	webgpu_loader_gltf_compressed	0.005%	/tmp/runs/webgpu_loader_gltf_compressed.log
PASS	webgpu_loader_gltf_dispersion	0.026%	/tmp/runs/webgpu_loader_gltf_dispersion.log
PASS	webgpu_loader_gltf_iridescence	0.007%	/tmp/runs/webgpu_loader_gltf_iridescence.log
PASS	webgpu_loader_gltf_sheen	0.003%	/tmp/runs/webgpu_loader_gltf_sheen.log
PASS	webgpu_loader_gltf_transmission	0.047%	/tmp/runs/webgpu_loader_gltf_transmission.log
PASS	webgpu_loader_gltf	0.066%	/tmp/runs/webgpu_loader_gltf.log
PASS	webgpu_loader_materialx	0.027%	/tmp/runs/webgpu_loader_materialx.log
FAIL	webgpu_loader_texture_ktx2	1.992%	/tmp/runs/webgpu_loader_texture_ktx2.log
FAIL	webgpu_materials_alphahash	3.476%	/tmp/runs/webgpu_materials_alphahash.log
FAIL	webgpu_materials_arrays	0.127%	/tmp/runs/webgpu_materials_arrays.log
PASS	webgpu_materials_basic	0.000%	/tmp/runs/webgpu_materials_basic.log
PASS	webgpu_materials_cubemap_mipmaps	0.000%	/tmp/runs/webgpu_materials_cubemap_mipmaps.log
PASS	webgpu_materials_displacementmap	0.001%	/tmp/runs/webgpu_materials_displacementmap.log
FAIL	webgpu_materials_envmaps_bpcem	2.543%	/tmp/runs/webgpu_materials_envmaps_bpcem.log
PASS	webgpu_materials_envmaps_groundprojected	0.000%	/tmp/runs/webgpu_materials_envmaps_groundprojected.log
PASS	webgpu_materials_envmaps	0.000%	/tmp/runs/webgpu_materials_envmaps.log
PASS	webgpu_materials_lightmap	0.000%	/tmp/runs/webgpu_materials_lightmap.log
PASS	webgpu_materials_sss	0.047%	/tmp/runs/webgpu_materials_sss.log
FAIL	webgpu_materials_texture_manualmipmap	0.615%	/tmp/runs/webgpu_materials_texture_manualmipmap.log
PASS	webgpu_materials_toon	0.057%	/tmp/runs/webgpu_materials_toon.log
PASS	webgpu_materials_transmission	0.000%	/tmp/runs/webgpu_materials_transmission.log
PASS	webgpu_materials	0.060%	/tmp/runs/webgpu_materials.log
PASS	webgpu_materialx_noise	0.009%	/tmp/runs/webgpu_materialx_noise.log
PASS	webgpu_mesh_batch	0.003%	/tmp/runs/webgpu_mesh_batch.log
PASS	webgpu_mirror	0.027%	/tmp/runs/webgpu_mirror.log
PASS	webgpu_modifier_curve	0.005%	/tmp/runs/webgpu_modifier_curve.log
PASS	webgpu_morphtargets	0.000%	/tmp/runs/webgpu_morphtargets.log
PASS	webgpu_mrt_mask	0.009%	/tmp/runs/webgpu_mrt_mask.log
PASS	webgpu_mrt	0.089%	/tmp/runs/webgpu_mrt.log
FAIL	webgpu_multiple_canvas	2.314%	/tmp/runs/webgpu_multiple_canvas.log
PASS	webgpu_multiple_elements	0.039%	/tmp/runs/webgpu_multiple_elements.log
PASS	webgpu_multiple_rendertargets_readback	0.022%	/tmp/runs/webgpu_multiple_rendertargets_readback.log
PASS	webgpu_multiple_rendertargets	0.022%	/tmp/runs/webgpu_multiple_rendertargets.log
FAIL	webgpu_multisampled_renderbuffers	2.357%	/tmp/runs/webgpu_multisampled_renderbuffers.log
PASS	webgpu_occlusion	0.000%	/tmp/runs/webgpu_occlusion.log
PASS	webgpu_ocean	0.001%	/tmp/runs/webgpu_ocean.log
PASS	webgpu_parallax_uv	0.000%	/tmp/runs/webgpu_parallax_uv.log
PASS	webgpu_particles	0.000%	/tmp/runs/webgpu_particles.log
PASS	webgpu_performance_renderbundle	0.000%	/tmp/runs/webgpu_performance_renderbundle.log
PASS	webgpu_performance	0.059%	/tmp/runs/webgpu_performance.log
PASS	webgpu_pmrem_cubemap	0.000%	/tmp/runs/webgpu_pmrem_cubemap.log
PASS	webgpu_pmrem_equirectangular	0.000%	/tmp/runs/webgpu_pmrem_equirectangular.log
PASS	webgpu_pmrem_scene	0.000%	/tmp/runs/webgpu_pmrem_scene.log
PASS	webgpu_pmrem_test	0.000%	/tmp/runs/webgpu_pmrem_test.log
PASS	webgpu_portal	0.078%	/tmp/runs/webgpu_portal.log
PASS	webgpu_postprocessing_3dlut	0.002%	/tmp/runs/webgpu_postprocessing_3dlut.log
FAIL	webgpu_postprocessing_afterimage	0.521%	/tmp/runs/webgpu_postprocessing_afterimage.log
PASS	webgpu_postprocessing_anamorphic	0.002%	/tmp/runs/webgpu_postprocessing_anamorphic.log
PASS	webgpu_postprocessing_bloom_emissive	0.030%	/tmp/runs/webgpu_postprocessing_bloom_emissive.log
PASS	webgpu_postprocessing_bloom_selective	0.001%	/tmp/runs/webgpu_postprocessing_bloom_selective.log
PASS	webgpu_postprocessing_bloom	0.000%	/tmp/runs/webgpu_postprocessing_bloom.log
PASS	webgpu_postprocessing_ca	0.003%	/tmp/runs/webgpu_postprocessing_ca.log
PASS	webgpu_postprocessing_difference	0.013%	/tmp/runs/webgpu_postprocessing_difference.log
PASS	webgpu_postprocessing_dof_basic	0.003%	/tmp/runs/webgpu_postprocessing_dof_basic.log
PASS	webgpu_postprocessing_fxaa	0.055%	/tmp/runs/webgpu_postprocessing_fxaa.log
PASS	webgpu_postprocessing_godrays	0.010%	/tmp/runs/webgpu_postprocessing_godrays.log
PASS	webgpu_postprocessing_lensflare	0.027%	/tmp/runs/webgpu_postprocessing_lensflare.log
PASS	webgpu_postprocessing_masking	0.018%	/tmp/runs/webgpu_postprocessing_masking.log
PASS	webgpu_postprocessing_motion_blur	0.006%	/tmp/runs/webgpu_postprocessing_motion_blur.log
PASS	webgpu_postprocessing_outline	0.015%	/tmp/runs/webgpu_postprocessing_outline.log
FAIL	webgpu_postprocessing_pixel	0.828%	/tmp/runs/webgpu_postprocessing_pixel.log
PASS	webgpu_postprocessing_radial_blur	0.006%	/tmp/runs/webgpu_postprocessing_radial_blur.log
FAIL	webgpu_postprocessing_retro	1.735%	/tmp/runs/webgpu_postprocessing_retro.log
FAIL	webgpu_postprocessing_smaa	0.890%	/tmp/runs/webgpu_postprocessing_smaa.log
PASS	webgpu_postprocessing_sobel	0.069%	/tmp/runs/webgpu_postprocessing_sobel.log
PASS	webgpu_postprocessing_ssaa	0.000%	/tmp/runs/webgpu_postprocessing_ssaa.log
FAIL	webgpu_postprocessing_ssr	0.122%	/tmp/runs/webgpu_postprocessing_ssr.log
PASS	webgpu_postprocessing_transition	0.000%	/tmp/runs/webgpu_postprocessing_transition.log
FAIL	webgpu_postprocessing	0.107%	/tmp/runs/webgpu_postprocessing.log
PASS	webgpu_procedural_texture	0.000%	/tmp/runs/webgpu_procedural_texture.log
FAIL	webgpu_reflection_blurred	0.146%	/tmp/runs/webgpu_reflection_blurred.log
PASS	webgpu_reflection_roughness	0.002%	/tmp/runs/webgpu_reflection_roughness.log
PASS	webgpu_reflection	0.000%	/tmp/runs/webgpu_reflection.log
FAIL	webgpu_refraction	0.367%	/tmp/runs/webgpu_refraction.log
FAIL	webgpu_reversed_depth_buffer	2.392%	/tmp/runs/webgpu_reversed_depth_buffer.log
PASS	webgpu_rtt	0.001%	/tmp/runs/webgpu_rtt.log
PASS	webgpu_sandbox	0.051%	/tmp/runs/webgpu_sandbox.log
FAIL	webgpu_shadertoy	6.460%	/tmp/runs/webgpu_shadertoy.log
PASS	webgpu_shadow_contact	0.003%	/tmp/runs/webgpu_shadow_contact.log
PASS	webgpu_shadowmap_array	0.010%	/tmp/runs/webgpu_shadowmap_array.log
PASS	webgpu_shadowmap_csm	0.049%	/tmp/runs/webgpu_shadowmap_csm.log
PASS	webgpu_shadowmap_opacity	0.004%	/tmp/runs/webgpu_shadowmap_opacity.log
PASS	webgpu_shadowmap_pointlight	0.066%	/tmp/runs/webgpu_shadowmap_pointlight.log
PASS	webgpu_shadowmap	0.007%	/tmp/runs/webgpu_shadowmap.log
PASS	webgpu_shadowmap_vsm	0.000%	/tmp/runs/webgpu_shadowmap_vsm.log
PASS	webgpu_skinning_instancing_individual	0.003%	/tmp/runs/webgpu_skinning_instancing_individual.log
PASS	webgpu_skinning_instancing	0.033%	/tmp/runs/webgpu_skinning_instancing.log
PASS	webgpu_skinning_points	0.044%	/tmp/runs/webgpu_skinning_points.log
PASS	webgpu_skinning	0.004%	/tmp/runs/webgpu_skinning.log
PASS	webgpu_sky	0.000%	/tmp/runs/webgpu_sky.log
PASS	webgpu_sprites	0.000%	/tmp/runs/webgpu_sprites.log
PASS	webgpu_struct_drawindirect	0.000%	/tmp/runs/webgpu_struct_drawindirect.log
PASS	webgpu_test_memory	0.004%	/tmp/runs/webgpu_test_memory.log
PASS	webgpu_textures_2d-array_compressed	0.000%	/tmp/runs/webgpu_textures_2d-array_compressed.log
PASS	webgpu_textures_2d-array	0.000%	/tmp/runs/webgpu_textures_2d-array.log
FAIL	webgpu_textures_anisotropy	9.108%	/tmp/runs/webgpu_textures_anisotropy.log
PASS	webgpu_textures_partialupdate	0.000%	/tmp/runs/webgpu_textures_partialupdate.log
PASS	webgpu_tonemapping	0.065%	/tmp/runs/webgpu_tonemapping.log
PASS	webgpu_tsl_angular_slicing	0.005%	/tmp/runs/webgpu_tsl_angular_slicing.log
FAIL	webgpu_tsl_compute_attractors_particles	2.087%	/tmp/runs/webgpu_tsl_compute_attractors_particles.log
PASS	webgpu_tsl_earth	0.001%	/tmp/runs/webgpu_tsl_earth.log
PASS	webgpu_tsl_galaxy	0.040%	/tmp/runs/webgpu_tsl_galaxy.log
PASS	webgpu_tsl_graph	0.001%	/tmp/runs/webgpu_tsl_graph.log
PASS	webgpu_tsl_halftone	0.093%	/tmp/runs/webgpu_tsl_halftone.log
PASS	webgpu_tsl_interoperability	0.000%	/tmp/runs/webgpu_tsl_interoperability.log
PASS	webgpu_tsl_procedural_terrain	0.011%	/tmp/runs/webgpu_tsl_procedural_terrain.log
PASS	webgpu_tsl_raging_sea	0.014%	/tmp/runs/webgpu_tsl_raging_sea.log
PASS	webgpu_tsl_vfx_flames	0.039%	/tmp/runs/webgpu_tsl_vfx_flames.log
FAIL	webgpu_tsl_vfx_tornado	0.102%	/tmp/runs/webgpu_tsl_vfx_tornado.log
PASS	webgpu_tsl_wood	0.035%	/tmp/runs/webgpu_tsl_wood.log
FAIL	webgpu_upscaling_fsr1	0.649%	/tmp/runs/webgpu_upscaling_fsr1.log
FAIL	webgpu_upscaling_taau	0.554%	/tmp/runs/webgpu_upscaling_taau.log
ERR	webgpu_video_frame	exit=1 [host] failed after evaluating webgpu_video_frame.html module: ReferenceError: VideoDecoder is not defined at init (file:///tmp/threejs/examples/webgpu_video_frame.html:23:21) at file:///tmp/threejs/examples/webgpu_video_frame.html:9:4 	/tmp/runs/webgpu_video_frame.log
ERR	webgpu_video_panorama	exit=1 [host] failed after evaluating webgpu_video_panorama.html module: TypeError: video.play is not a function at init (file:///tmp/threejs/examples/webgpu_video_panorama.html:32:11) at file:///tmp/threejs/examples/webgpu_video_panorama.html:17:4 	/tmp/runs/webgpu_video_panorama.log
PASS	webgpu_volume_caustics	0.015%	/tmp/runs/webgpu_volume_caustics.log
PASS	webgpu_volume_cloud	0.000%	/tmp/runs/webgpu_volume_cloud.log
FAIL	webgpu_volume_lighting_rectarea	0.930%	/tmp/runs/webgpu_volume_lighting_rectarea.log
PASS	webgpu_volume_lighting	0.004%	/tmp/runs/webgpu_volume_lighting.log
PASS	webgpu_volume_perlin	0.020%	/tmp/runs/webgpu_volume_perlin.log
=== SUMMARY total=182 pass=141 fail=39 err=2 threshold=0.1% ===
=== RATES render_success=98.90% suite_pixel_pass=77.47% rendered_pixel_pass=78.33% ===
